"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
"293";45;"serv";"marr";"sec";"no";4994;"no";"no";18;"aug";62;6;-1;0;"unk";"no"
"295";47;"mana";"marr";"ter";"no";3681;"no";"no";14;"aug";101;2;-1;0;"unk";"no"
"296";49;"ent";"div";"unk";"yes";-71;"yes";"no";30;"jul";988;2;-1;0;"unk";"yes"
"297";29;"mana";"marr";"ter";"no";451;"no";"no";28;"jan";451;1;-1;0;"unk";"no"
"298";45;"bcol";"div";"prim";"no";-311;"yes";"no";23;"may";1030;1;-1;0;"unk";"yes"
"299";38;"ent";"marr";"sec";"no";593;"yes";"yes";24;"jul";1484;24;-1;0;"unk";"yes"
"300";32;"bcol";"marr";"sec";"no";759;"yes";"no";9;"apr";317;5;-1;0;"unk";"yes"
"301";70;"ret";"div";"prim";"no";4531;"no";"no";18;"may";445;1;-1;0;"unk";"no"
"302";65;"ret";"div";"prim";"no";184;"no";"no";1;"jun";383;2;188;5;"fail";"no"
"303";56;"bcol";"marr";"sec";"no";345;"yes";"no";22;"jul";605;1;-1;0;"unk";"no"
"304";51;"bcol";"marr";"sec";"no";1287;"yes";"no";14;"jul";330;2;-1;0;"unk";"no"
"305";56;"mana";"marr";"unk";"no";353;"no";"yes";25;"jul";171;2;-1;0;"unk";"no"
"306";56;"tech";"marr";"sec";"no";25;"no";"yes";23;"jul";442;2;-1;0;"unk";"no"
"307";49;"ent";"marr";"sec";"no";687;"yes";"no";17;"apr";772;1;-1;0;"unk";"yes"
"308";38;"unem";"marr";"prim";"no";1147;"yes";"yes";8;"may";249;5;-1;0;"unk";"no"
"309";40;"mana";"marr";"ter";"no";4286;"yes";"no";9;"may";357;1;-1;0;"unk";"no"
"310";38;"adm";"marr";"ter";"no";65;"no";"no";18;"nov";147;2;-1;0;"unk";"no"
"311";49;"bcol";"marr";"sec";"no";8545;"yes";"yes";6;"may";199;7;167;1;"fail";"no"
"312";55;"mana";"marr";"unk";"no";559;"no";"no";28;"jan";271;2;-1;0;"unk";"no"
"313";43;"bcol";"sing";"prim";"no";2;"yes";"no";30;"jul";783;3;-1;0;"unk";"no"
"314";43;"mana";"marr";"ter";"no";2;"no";"yes";20;"aug";472;2;-1;0;"unk";"no"
"315";25;"adm";"sing";"ter";"no";76;"yes";"no";27;"may";223;3;89;2;"fail";"yes"
"316";30;"bcol";"marr";"prim";"no";1317;"yes";"no";21;"may";395;2;-1;0;"unk";"no"
"317";46;"bcol";"marr";"sec";"no";182;"no";"no";4;"feb";56;1;-1;0;"unk";"no"
"318";50;"adm";"marr";"prim";"no";276;"no";"yes";17;"jun";641;6;-1;0;"unk";"no"
"319";45;"ent";"marr";"sec";"no";2971;"no";"no";4;"may";429;4;164;2;"fail";"yes"
"320";26;"unem";"sing";"sec";"no";164;"no";"no";31;"may";113;1;-1;0;"unk";"no"
"321";45;"adm";"marr";"unk";"no";1783;"no";"no";20;"jun";11;11;-1;0;"unk";"no"
"322";37;"bcol";"marr";"sec";"no";-67;"no";"no";2;"feb";157;1;-1;0;"unk";"no"
"323";60;"semp";"sing";"ter";"no";179;"no";"yes";29;"jul";79;4;-1;0;"unk";"no"
"324";38;"mana";"marr";"ter";"no";1199;"no";"no";4;"aug";178;1;1;1;"suc";"yes"
"325";47;"bcol";"marr";"prim";"no";214;"yes";"yes";9;"jun";168;1;-1;0;"unk";"no"
"326";33;"tech";"marr";"sec";"no";6699;"no";"no";9;"nov";425;1;462;1;"fail";"no"
"327";51;"unem";"marr";"sec";"no";176;"no";"yes";19;"nov";162;1;-1;0;"unk";"no"
"328";50;"ent";"sing";"ter";"no";145;"yes";"no";18;"jul";799;2;-1;0;"unk";"yes"
"329";32;"unem";"marr";"sec";"no";978;"no";"no";29;"dec";1370;3;209;3;"suc";"yes"
"330";48;"adm";"sing";"sec";"no";115;"yes";"no";28;"may";357;1;-1;0;"unk";"no"
"331";37;"adm";"marr";"sec";"no";121;"no";"no";22;"jul";22;6;-1;0;"unk";"no"
"332";29;"tech";"sing";"ter";"no";828;"yes";"no";16;"apr";215;3;321;3;"oth";"no"
"333";33;"adm";"marr";"sec";"no";244;"yes";"no";31;"jul";56;4;-1;0;"unk";"no"
"334";32;"serv";"marr";"prim";"no";228;"yes";"no";21;"jul";1017;6;-1;0;"unk";"yes"
"335";30;"mana";"sing";"ter";"no";424;"no";"no";16;"apr";298;4;-1;0;"unk";"yes"
"336";47;"mana";"div";"ter";"no";447;"no";"yes";7;"may";126;1;-1;0;"unk";"no"
"337";33;"bcol";"marr";"prim";"no";-195;"no";"no";20;"sep";9;1;-1;0;"unk";"no"
"338";33;"mana";"sing";"ter";"no";141;"yes";"no";5;"feb";8;1;254;5;"fail";"no"
"339";63;"ret";"marr";"prim";"no";184;"no";"no";14;"oct";201;1;183;1;"suc";"no"
"340";51;"semp";"div";"prim";"no";1924;"no";"no";6;"may";106;2;-1;0;"unk";"no"
"341";41;"mana";"marr";"ter";"no";832;"yes";"yes";21;"nov";164;1;176;1;"fail";"no"
"342";56;"ret";"marr";"ter";"no";478;"no";"no";5;"feb";97;1;-1;0;"unk";"no"
"344";41;"semp";"sing";"ter";"no";395;"yes";"no";30;"may";96;2;-1;0;"unk";"no"
"345";37;"mana";"sing";"unk";"no";54;"yes";"no";16;"apr";555;1;-1;0;"unk";"no"
"346";36;"bcol";"sing";"sec";"no";219;"yes";"yes";11;"may";270;2;347;1;"fail";"no"
"347";57;"mana";"marr";"ter";"no";162;"no";"no";29;"jul";339;3;-1;0;"unk";"no"
"348";55;"mana";"marr";"prim";"no";2587;"no";"no";4;"sep";328;2;94;2;"suc";"yes"
"350";47;"semp";"marr";"ter";"no";233;"yes";"no";6;"may";323;2;364;1;"fail";"no"
"351";31;"bcol";"marr";"sec";"no";166;"yes";"no";20;"apr";342;1;-1;0;"unk";"no"
"352";51;"mana";"marr";"ter";"yes";32;"yes";"no";21;"nov";180;1;-1;0;"unk";"no"
"353";39;"mana";"marr";"ter";"no";278;"no";"yes";28;"jul";60;3;-1;0;"unk";"no"
"354";50;"mana";"marr";"ter";"no";4;"no";"no";17;"nov";223;1;96;2;"fail";"no"
"355";29;"mana";"marr";"ter";"no";318;"yes";"no";18;"may";1434;2;356;4;"fail";"no"
"356";30;"serv";"sing";"sec";"no";29;"yes";"no";6;"may";30;2;-1;0;"unk";"no"
"357";46;"serv";"marr";"sec";"no";271;"yes";"no";16;"may";134;4;-1;0;"unk";"no"
"358";27;"mana";"sing";"unk";"no";3196;"no";"no";9;"feb";10;2;-1;0;"unk";"no"
"359";48;"adm";"div";"sec";"no";499;"no";"no";2;"apr";397;2;-1;0;"unk";"yes"
"360";26;"stu";"sing";"sec";"no";2572;"yes";"no";5;"may";620;1;-1;0;"unk";"no"
"361";36;"mana";"sing";"ter";"no";339;"no";"no";21;"nov";6;6;-1;0;"unk";"no"
"363";50;"hous";"marr";"prim";"no";395;"yes";"no";15;"may";419;2;-1;0;"unk";"no"
"364";49;"bcol";"marr";"sec";"no";239;"yes";"no";18;"nov";283;2;-1;0;"unk";"no"
"365";45;"mana";"marr";"ter";"no";545;"no";"no";8;"aug";188;2;-1;0;"unk";"no"
"366";23;"stu";"sing";"sec";"no";78;"no";"no";16;"sep";267;1;-1;0;"unk";"no"
"368";32;"mana";"sing";"ter";"no";8436;"yes";"no";17;"apr";245;1;149;2;"fail";"no"
"369";60;"tech";"sing";"prim";"no";11262;"no";"no";26;"aug";323;1;-1;0;"unk";"yes"
"370";30;"ent";"marr";"sec";"no";946;"yes";"no";19;"nov";1065;1;183;1;"oth";"no"
"371";58;"hous";"marr";"ter";"no";497;"no";"no";11;"jun";138;5;-1;0;"unk";"no"
"372";60;"ret";"marr";"prim";"no";55;"no";"no";4;"jun";207;1;-1;0;"unk";"no"
"373";38;"serv";"marr";"sec";"no";-14;"no";"no";25;"jun";456;3;-1;0;"unk";"no"
"374";51;"tech";"marr";"sec";"no";-379;"yes";"no";5;"aug";261;1;-1;0;"unk";"no"
"375";42;"adm";"marr";"sec";"no";-396;"yes";"no";11;"may";80;1;308;4;"fail";"no"
"377";40;"mana";"marr";"prim";"no";733;"yes";"no";6;"jun";94;7;-1;0;"unk";"no"
"378";37;"mana";"marr";"ter";"no";393;"yes";"no";14;"may";567;3;275;4;"fail";"yes"
"379";39;"tech";"div";"prim";"no";729;"yes";"no";30;"may";153;1;-1;0;"unk";"no"
"380";27;"serv";"sing";"sec";"no";468;"yes";"no";13;"may";109;1;-1;0;"unk";"no"
"382";39;"bcol";"marr";"prim";"no";375;"yes";"no";16;"jun";77;1;-1;0;"unk";"no"
"383";59;"ret";"marr";"ter";"no";9676;"no";"no";27;"mar";234;2;-1;0;"unk";"yes"
"384";37;"serv";"marr";"sec";"no";1328;"yes";"no";13;"may";121;2;341;4;"fail";"no"
"385";41;"bcol";"marr";"prim";"no";8;"yes";"no";15;"jul";155;2;-1;0;"unk";"no"
"386";45;"bcol";"marr";"prim";"no";61;"no";"no";17;"apr";108;1;-1;0;"unk";"no"
"387";48;"mana";"marr";"ter";"no";6613;"no";"no";17;"jun";159;3;-1;0;"unk";"no"
"388";48;"tech";"marr";"sec";"no";32;"yes";"no";26;"may";208;3;-1;0;"unk";"no"
"389";32;"bcol";"marr";"sec";"no";15;"no";"no";12;"may";215;1;-1;0;"unk";"no"
"390";27;"serv";"marr";"sec";"no";19;"yes";"no";6;"may";597;3;-1;0;"unk";"no"
"391";33;"mana";"sing";"ter";"no";124;"yes";"no";4;"feb";505;2;260;1;"oth";"no"
"393";64;"ret";"marr";"unk";"no";2923;"no";"no";12;"mar";120;1;-1;0;"unk";"no"
"395";33;"bcol";"marr";"sec";"no";43;"yes";"no";14;"may";332;2;358;2;"fail";"no"
"396";41;"tech";"marr";"sec";"no";288;"yes";"no";15;"may";221;4;-1;0;"unk";"no"
"397";36;"adm";"marr";"sec";"no";613;"yes";"no";4;"jun";80;1;-1;0;"unk";"no"
"398";37;"tech";"sing";"ter";"no";611;"no";"no";4;"may";60;5;87;1;"suc";"no"
"399";38;"bcol";"marr";"prim";"no";168;"yes";"yes";13;"may";212;3;-1;0;"unk";"no"
"400";39;"bcol";"marr";"prim";"no";7685;"yes";"no";14;"apr";493;3;-1;0;"unk";"no"
"401";41;"tech";"div";"ter";"no";4515;"yes";"no";19;"nov";98;2;-1;0;"unk";"no"
"402";28;"bcol";"sing";"sec";"no";517;"no";"yes";8;"jul";681;1;-1;0;"unk";"yes"
"403";27;"bcol";"sing";"sec";"no";148;"no";"no";22;"jul";203;1;-1;0;"unk";"no"
"404";48;"ret";"marr";"prim";"yes";-285;"no";"yes";19;"nov";157;1;-1;0;"unk";"no"
"405";50;"bcol";"marr";"sec";"no";887;"no";"no";16;"jun";287;1;-1;0;"unk";"no"
"406";45;"semp";"marr";"sec";"no";398;"yes";"no";7;"aug";159;2;-1;0;"unk";"no"
"407";41;"tech";"marr";"ter";"no";744;"yes";"no";14;"may";125;1;-1;0;"unk";"no"
"408";39;"tech";"marr";"sec";"no";13;"no";"no";8;"jul";202;2;-1;0;"unk";"no"
"409";44;"mana";"marr";"sec";"no";438;"yes";"no";8;"may";37;3;303;1;"fail";"no"
"411";49;"mana";"marr";"ter";"no";322;"no";"no";6;"aug";72;4;-1;0;"unk";"no"
"412";29;"bcol";"sing";"sec";"no";186;"no";"no";2;"feb";342;1;-1;0;"unk";"no"
"413";75;"ret";"div";"ter";"no";381;"yes";"no";16;"nov";262;1;183;1;"fail";"yes"
"415";36;"bcol";"marr";"sec";"no";438;"no";"no";19;"aug";223;7;-1;0;"unk";"no"
"416";49;"mana";"div";"ter";"no";755;"no";"no";31;"jul";1212;4;-1;0;"unk";"yes"
"417";31;"serv";"sing";"sec";"no";27;"no";"no";29;"aug";319;2;-1;0;"unk";"no"
"418";45;"bcol";"sing";"prim";"no";999;"no";"no";29;"jan";182;2;-1;0;"unk";"no"
"419";39;"semp";"marr";"sec";"no";167;"yes";"yes";17;"jul";330;1;-1;0;"unk";"no"
"420";46;"tech";"marr";"sec";"no";1322;"yes";"yes";19;"nov";514;1;-1;0;"unk";"no"
"421";42;"adm";"div";"sec";"no";176;"yes";"no";14;"may";213;1;-1;0;"unk";"no"
"422";37;"mana";"marr";"ter";"no";52;"yes";"no";7;"may";551;1;351;1;"fail";"no"
"423";26;"tech";"sing";"ter";"no";1216;"yes";"no";16;"apr";472;2;-1;0;"unk";"no"
"424";37;"mana";"sing";"ter";"no";876;"yes";"no";15;"apr";140;4;327;2;"fail";"no"
"425";36;"serv";"sing";"sec";"no";342;"yes";"no";7;"may";142;1;-1;0;"unk";"no"
"426";29;"bcol";"sing";"prim";"no";95;"yes";"no";4;"jun";135;3;-1;0;"unk";"no"
"427";36;"bcol";"marr";"prim";"no";973;"yes";"yes";23;"may";293;1;-1;0;"unk";"no"
"428";26;"tech";"marr";"ter";"no";3825;"yes";"no";13;"may";107;1;-1;0;"unk";"no"
"429";32;"bcol";"marr";"sec";"no";2366;"yes";"no";20;"may";127;2;-1;0;"unk";"no"
"430";40;"mana";"marr";"ter";"no";542;"yes";"no";20;"nov";1816;1;-1;0;"unk";"no"
"431";45;"mana";"marr";"prim";"no";995;"no";"no";4;"feb";200;3;-1;0;"unk";"no"
"432";29;"mana";"marr";"ter";"no";2;"yes";"no";12;"may";418;1;-1;0;"unk";"no"
"433";50;"tech";"sing";"ter";"no";228;"yes";"no";22;"jul";387;4;-1;0;"unk";"no"
"434";43;"bcol";"marr";"sec";"no";13;"no";"no";5;"may";156;1;337;3;"fail";"no"
"435";56;"mana";"marr";"ter";"no";217;"no";"yes";21;"jul";121;2;-1;0;"unk";"no"
"437";31;"semp";"marr";"ter";"no";259;"yes";"no";7;"may";47;1;-1;0;"unk";"no"
"438";27;"adm";"sing";"sec";"no";619;"yes";"no";20;"apr";16;5;322;4;"oth";"no"
"439";36;"mana";"marr";"sec";"no";644;"yes";"no";18;"nov";54;2;-1;0;"unk";"no"
"440";44;"mana";"marr";"ter";"no";22;"yes";"no";6;"aug";265;2;-1;0;"unk";"no"
"441";37;"adm";"div";"ter";"no";433;"yes";"no";23;"may";168;1;-1;0;"unk";"no"
"442";30;"adm";"sing";"sec";"no";239;"yes";"no";7;"may";115;3;-1;0;"unk";"no"
"443";42;"tech";"sing";"sec";"no";275;"no";"no";26;"aug";31;8;-1;0;"unk";"no"
"444";30;"mana";"marr";"ter";"no";1221;"yes";"no";25;"jul";279;4;-1;0;"unk";"yes"
"445";62;"ret";"marr";"sec";"no";816;"no";"no";1;"sep";28;2;-1;0;"unk";"no"
"446";49;"bcol";"marr";"sec";"no";1222;"yes";"no";20;"apr";369;1;-1;0;"unk";"no"
"447";31;"tech";"marr";"sec";"no";2363;"yes";"no";13;"may";247;1;-1;0;"unk";"no"
"448";66;"ret";"marr";"ter";"no";2262;"no";"no";22;"apr";155;1;-1;0;"unk";"no"
"449";47;"adm";"marr";"sec";"no";2;"no";"no";10;"jul";89;1;-1;0;"unk";"no"
"450";39;"ent";"marr";"ter";"no";2;"yes";"no";17;"nov";180;1;-1;0;"unk";"no"
"451";31;"tech";"marr";"sec";"no";458;"yes";"no";18;"nov";854;1;-1;0;"unk";"yes"
"452";36;"adm";"div";"sec";"no";-42;"yes";"no";17;"apr";46;1;-1;0;"unk";"no"
"453";27;"tech";"marr";"sec";"no";1577;"yes";"yes";28;"may";266;2;-1;0;"unk";"no"
"454";32;"bcol";"marr";"sec";"no";34;"yes";"no";5;"may";321;2;-1;0;"unk";"no"
"455";44;"mana";"marr";"ter";"no";795;"no";"no";28;"aug";99;24;-1;0;"unk";"no"
"456";42;"bcol";"marr";"sec";"no";117;"yes";"no";9;"may";147;1;-1;0;"unk";"no"
"457";57;"semp";"sing";"ter";"no";5462;"no";"no";30;"apr";430;1;-1;0;"unk";"yes"
"458";25;"serv";"sing";"sec";"no";42;"no";"yes";7;"jul";264;1;-1;0;"unk";"no"
"459";40;"tech";"sing";"sec";"no";641;"no";"no";16;"jul";156;6;-1;0;"unk";"no"
"460";43;"mana";"div";"ter";"no";36;"no";"no";26;"may";118;1;102;2;"fail";"no"
"461";55;"unem";"marr";"ter";"no";383;"no";"no";6;"may";343;3;-1;0;"unk";"no"
"462";50;"bcol";"marr";"sec";"no";283;"yes";"no";7;"aug";226;3;-1;0;"unk";"no"
"464";59;"bcol";"div";"sec";"no";312;"yes";"no";20;"nov";138;1;-1;0;"unk";"no"
"465";32;"bcol";"marr";"sec";"no";889;"yes";"no";10;"sep";185;1;99;5;"suc";"yes"
"467";36;"semp";"marr";"sec";"no";-37;"yes";"no";21;"may";748;1;-1;0;"unk";"no"
"468";39;"mana";"marr";"ter";"no";-66;"yes";"no";26;"may";142;1;-1;0;"unk";"no"
"469";40;"mana";"sing";"sec";"no";1378;"yes";"no";17;"nov";523;3;-1;0;"unk";"no"
"470";36;"bcol";"sing";"prim";"no";1313;"yes";"no";20;"jun";8;10;-1;0;"unk";"no"
"471";40;"mana";"marr";"ter";"no";8969;"yes";"no";17;"nov";153;1;-1;0;"unk";"no"
"472";55;"semp";"marr";"sec";"no";-196;"yes";"no";20;"may";210;2;-1;0;"unk";"no"
"473";38;"ent";"marr";"sec";"yes";15;"yes";"no";10;"jul";121;1;-1;0;"unk";"no"
"474";61;"adm";"marr";"sec";"no";468;"no";"no";12;"mar";212;1;-1;0;"unk";"yes"
"475";41;"mana";"marr";"ter";"no";666;"yes";"no";21;"may";253;3;-1;0;"unk";"no"
"476";57;"bcol";"marr";"prim";"no";452;"yes";"no";13;"may";139;4;-1;0;"unk";"no"
"477";48;"bcol";"marr";"sec";"no";149;"yes";"no";9;"may";71;1;-1;0;"unk";"no"
"478";73;"ret";"marr";"ter";"no";782;"no";"no";4;"may";421;1;92;2;"suc";"yes"
"479";32;"serv";"marr";"sec";"no";1453;"yes";"no";28;"may";199;1;-1;0;"unk";"no"
"480";54;"bcol";"marr";"sec";"no";148;"yes";"no";14;"may";108;1;-1;0;"unk";"no"
"481";37;"mana";"sing";"unk";"no";715;"yes";"no";20;"may";247;2;-1;0;"unk";"no"
"482";56;"mana";"sing";"sec";"no";237;"yes";"no";9;"jul";236;4;-1;0;"unk";"no"
"483";40;"tech";"marr";"sec";"no";694;"yes";"no";4;"feb";97;4;196;5;"fail";"no"
"485";54;"mana";"marr";"ter";"no";55;"yes";"no";2;"jun";112;2;-1;0;"unk";"no"
"486";55;"hous";"marr";"prim";"no";136;"yes";"no";19;"jun";15;10;-1;0;"unk";"no"
"487";55;"serv";"div";"sec";"yes";-44;"yes";"no";22;"jul";502;3;-1;0;"unk";"no"
"488";52;"bcol";"marr";"prim";"no";779;"yes";"no";16;"may";30;3;-1;0;"unk";"no"
"489";55;"bcol";"sing";"prim";"no";1187;"yes";"no";2;"jun";193;2;-1;0;"unk";"no"
"490";33;"mana";"marr";"ter";"no";641;"yes";"no";13;"aug";347;2;-1;0;"unk";"no"
"491";52;"bcol";"marr";"unk";"no";826;"yes";"no";15;"may";468;2;-1;0;"unk";"no"
"492";33;"serv";"div";"sec";"no";991;"yes";"no";27;"may";148;1;-1;0;"unk";"no"
"493";41;"adm";"marr";"sec";"no";1796;"no";"no";16;"mar";295;1;91;2;"suc";"yes"
"494";46;"adm";"marr";"sec";"no";22;"no";"no";26;"aug";388;6;-1;0;"unk";"yes"
"495";44;"tech";"sing";"sec";"no";244;"yes";"no";12;"aug";1735;4;-1;0;"unk";"yes"
"496";48;"mana";"div";"ter";"no";1328;"yes";"no";6;"may";339;1;-1;0;"unk";"no"
"497";50;"hous";"marr";"sec";"no";7317;"yes";"no";13;"may";172;1;370;1;"fail";"no"
"498";33;"tech";"sing";"sec";"no";4943;"yes";"yes";19;"nov";117;2;-1;0;"unk";"no"
"499";38;"tech";"sing";"sec";"no";258;"no";"yes";20;"jun";587;2;-1;0;"unk";"no"
"500";42;"mana";"sing";"ter";"no";515;"yes";"no";19;"nov";501;2;-1;0;"unk";"no"
"501";32;"mana";"sing";"ter";"no";1267;"no";"no";14;"aug";203;5;84;1;"fail";"no"
"502";58;"adm";"marr";"sec";"no";2;"yes";"yes";25;"jul";282;9;-1;0;"unk";"no"
"503";31;"mana";"marr";"ter";"no";13;"no";"no";28;"aug";110;5;-1;0;"unk";"no"
"504";19;"stu";"sing";"prim";"no";13;"no";"no";10;"jul";104;2;-1;0;"unk";"yes"
"505";41;"mana";"marr";"ter";"no";3872;"no";"no";15;"oct";231;1;-1;0;"unk";"no"
"506";31;"unem";"marr";"sec";"no";296;"yes";"no";20;"may";378;3;-1;0;"unk";"no"
"507";52;"semp";"sing";"prim";"no";217;"no";"yes";15;"jul";193;6;-1;0;"unk";"no"
"508";42;"semp";"div";"ter";"no";36;"yes";"no";24;"jun";110;5;-1;0;"unk";"no"
"509";41;"bcol";"sing";"sec";"no";428;"yes";"no";12;"may";92;1;-1;0;"unk";"no"
"510";30;"bcol";"sing";"sec";"no";315;"no";"no";23;"jun";1407;1;-1;0;"unk";"yes"
"511";38;"bcol";"marr";"sec";"no";121;"yes";"yes";6;"feb";168;1;212;2;"fail";"no"
"512";32;"mana";"marr";"ter";"no";82;"yes";"no";17;"jul";738;3;-1;0;"unk";"no"
"513";52;"tech";"marr";"sec";"no";195;"yes";"no";18;"feb";220;1;63;5;"fail";"yes"
"514";48;"mana";"div";"ter";"no";18;"yes";"no";27;"may";89;2;-1;0;"unk";"no"
"515";36;"mana";"marr";"ter";"no";-381;"yes";"no";31;"jul";30;29;-1;0;"unk";"no"
"516";45;"unem";"div";"prim";"no";757;"no";"no";20;"apr";103;1;325;4;"fail";"no"
"517";67;"tech";"marr";"ter";"no";691;"yes";"yes";2;"jun";70;1;-1;0;"unk";"no"
"518";36;"bcol";"marr";"prim";"no";1925;"yes";"no";20;"apr";904;2;-1;0;"unk";"yes"
"519";45;"mana";"marr";"ter";"no";92;"yes";"no";14;"may";159;1;367;2;"oth";"no"
"520";61;"ret";"marr";"sec";"no";527;"no";"no";11;"sep";336;1;81;2;"oth";"no"
"522";50;"ent";"marr";"sec";"no";665;"no";"no";17;"nov";238;1;-1;0;"unk";"no"
"523";43;"adm";"div";"sec";"no";738;"yes";"no";21;"nov";585;4;191;4;"fail";"no"
"524";47;"bcol";"marr";"prim";"no";233;"no";"no";8;"aug";293;3;-1;0;"unk";"no"
"525";45;"serv";"marr";"sec";"no";-839;"yes";"no";28;"may";68;1;-1;0;"unk";"no"
"526";57;"ret";"marr";"prim";"no";5799;"no";"no";17;"jun";97;1;-1;0;"unk";"no"
"527";27;"adm";"marr";"sec";"no";133;"yes";"no";9;"may";1713;1;-1;0;"unk";"no"
"528";49;"unem";"div";"sec";"no";66;"no";"no";9;"jul";218;3;-1;0;"unk";"no"
"529";43;"serv";"marr";"prim";"no";2567;"yes";"no";14;"may";109;1;360;2;"fail";"no"
"530";40;"mana";"marr";"ter";"no";1584;"yes";"no";21;"nov";661;1;-1;0;"unk";"no"
"531";32;"serv";"sing";"sec";"no";182;"yes";"no";6;"may";145;1;-1;0;"unk";"no"
"532";58;"mana";"marr";"prim";"no";76;"yes";"no";18;"may";54;4;-1;0;"unk";"no"
"533";58;"adm";"sing";"sec";"no";663;"yes";"no";20;"apr";111;1;-1;0;"unk";"no"
"534";46;"tech";"div";"sec";"no";3455;"yes";"no";14;"may";566;2;-1;0;"unk";"no"
"535";29;"bcol";"marr";"sec";"no";15;"no";"no";3;"jun";136;1;-1;0;"unk";"no"
"536";52;"bcol";"marr";"prim";"no";154;"no";"no";4;"aug";273;1;-1;0;"unk";"no"
"537";45;"mana";"marr";"ter";"no";1529;"no";"no";30;"jun";160;1;-1;0;"unk";"no"
"538";26;"mana";"sing";"sec";"no";63;"no";"no";28;"jul";76;4;-1;0;"unk";"no"
"540";41;"adm";"marr";"sec";"no";92;"yes";"yes";27;"may";239;1;-1;0;"unk";"no"
"541";47;"adm";"sing";"sec";"no";3696;"no";"no";12;"jul";250;2;181;4;"suc";"yes"
"542";27;"tech";"sing";"unk";"no";59;"no";"no";15;"jul";792;4;-1;0;"unk";"no"
"544";48;"bcol";"marr";"sec";"no";157;"yes";"no";6;"may";73;1;-1;0;"unk";"no"
"545";49;"adm";"marr";"sec";"no";2465;"no";"no";20;"aug";157;3;-1;0;"unk";"no"
"547";47;"semp";"marr";"sec";"yes";2;"no";"no";5;"feb";236;2;-1;0;"unk";"no"
"549";39;"mana";"sing";"ter";"no";12437;"no";"no";18;"nov";40;1;-1;0;"unk";"no"
"550";28;"stu";"sing";"sec";"no";378;"yes";"no";17;"apr";346;1;-1;0;"unk";"no"
"551";54;"bcol";"marr";"prim";"no";211;"no";"no";19;"jun";200;2;-1;0;"unk";"no"
"552";41;"tech";"marr";"sec";"no";-228;"yes";"no";20;"apr";187;3;332;3;"oth";"no"
"553";63;"ret";"marr";"sec";"no";2747;"no";"no";11;"sep";113;1;80;1;"fail";"no"
"554";42;"semp";"marr";"ter";"no";1932;"yes";"no";16;"may";192;32;-1;0;"unk";"no"
"555";43;"tech";"sing";"sec";"no";11269;"no";"no";29;"may";92;1;-1;0;"unk";"no"
"556";37;"adm";"marr";"sec";"no";1314;"yes";"no";8;"may";682;2;85;7;"suc";"no"
"557";55;"bcol";"marr";"prim";"no";2275;"no";"no";25;"aug";139;9;-1;0;"unk";"no"
"558";43;"mana";"sing";"ter";"no";134;"no";"no";6;"aug";501;2;-1;0;"unk";"yes"
"559";41;"bcol";"marr";"sec";"yes";72;"no";"yes";24;"jul";651;1;-1;0;"unk";"yes"
"560";47;"tech";"div";"sec";"no";2914;"yes";"no";18;"aug";405;13;-1;0;"unk";"no"
"561";37;"tech";"marr";"sec";"no";1464;"yes";"no";23;"may";350;1;-1;0;"unk";"no"
"562";28;"stu";"sing";"sec";"no";11555;"no";"no";8;"apr";125;2;-1;0;"unk";"no"
"563";36;"serv";"marr";"sec";"no";-32;"yes";"no";13;"may";36;2;-1;0;"unk";"no"
"564";50;"tech";"marr";"sec";"no";2497;"yes";"no";21;"nov";35;1;176;1;"fail";"no"
"565";38;"bcol";"marr";"sec";"no";-339;"yes";"no";8;"may";389;2;-1;0;"unk";"no"
"566";40;"tech";"marr";"sec";"no";56;"yes";"yes";29;"jan";194;1;247;1;"fail";"no"
"567";26;"semp";"sing";"ter";"no";211;"no";"no";29;"jan";168;3;-1;0;"unk";"no"
"568";36;"mana";"div";"ter";"no";3611;"yes";"no";4;"jun";347;3;-1;0;"unk";"no"
"570";28;"stu";"sing";"sec";"no";459;"no";"no";16;"mar";83;13;-1;0;"unk";"no"
"571";46;"ent";"marr";"unk";"no";242;"yes";"no";9;"may";332;2;-1;0;"unk";"no"
"572";50;"semp";"marr";"sec";"no";1138;"no";"no";14;"aug";219;10;-1;0;"unk";"no"
"573";45;"mana";"marr";"ter";"no";1319;"yes";"no";16;"apr";427;1;150;1;"fail";"no"
"574";81;"ret";"marr";"sec";"no";1;"no";"no";19;"aug";65;5;-1;0;"unk";"no"
"575";32;"serv";"div";"sec";"no";67;"yes";"no";5;"may";192;2;-1;0;"unk";"no"
"576";58;"ret";"marr";"unk";"no";937;"no";"no";5;"aug";155;1;-1;0;"unk";"no"
"578";38;"mana";"marr";"ter";"no";-558;"yes";"no";21;"jul";533;1;-1;0;"unk";"no"
"579";49;"bcol";"marr";"sec";"no";171;"no";"no";4;"feb";19;3;175;2;"oth";"no"
"580";33;"tech";"sing";"ter";"no";696;"no";"yes";5;"feb";193;1;176;8;"fail";"no"
"581";29;"mana";"marr";"ter";"no";361;"yes";"yes";28;"jul";819;3;-1;0;"unk";"no"
"582";28;"tech";"sing";"sec";"no";227;"no";"no";30;"apr";278;1;-1;0;"unk";"yes"
